Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,28,28,1883
1,RE_PV_Openfield_Lim,28,28,28
2,RE_PV_Rooftop_Lim,28,28,28
3,RE_WIND_Onshore_Lim_0,28,28,28
4,RE_WIND_Onshore_Lim_1,28,28,28
5,RE_WIND_Onshore_Lim_2,28,28,28
6,RE_WIND_Onshore_Lim_3,28,28,28
7,RE_WIND_Onshore_Lim_4,28,28,28
8,RE_WIND_Onshore_Lim_5,28,28,28
9,RE_WIND_Onshore_Lim_6,28,28,28
10,RE_WIND_Onshore_Lim_7,28,28,28
11,RE_WIND_Onshore_Lim_8,28,28,28
12,RE_WIND_Onshore_Lim_9,28,28,28
13,RE_WIND_Offshore_Lim_0,28,28,28
14,RE_WIND_Offshore_Lim_1,28,28,28
15,RE_WIND_Offshore_Lim_2,28,28,28
16,RE_WIND_Offshore_Lim_3,28,28,28
17,RE_WIND_Offshore_Lim_4,28,28,28
18,RE_WIND_Offshore_Lim_5,28,28,28
19,RE_WIND_Offshore_Lim_6,28,28,28
20,RE_WIND_Offshore_Lim_7,28,28,28
21,RE_WIND_Offshore_Lim_8,28,28,28
22,RE_WIND_Offshore_Lim_9,28,28,28
23,HYDRO,28,28,28
24,PP_CO2,28,28,28
25,BESS,28,28,28
26,EL_to_HTH,28,28,28
27,EL_to_NH3,28,28,28
28,NH3_Storage,28,28,28
29,NH3_to_EL,28,28,28
30,NH3_to_HTH,28,28,28
31,FF_to_HTH,28,28,28
32,EL_Demand,28,28,28
33,HTH_Demand,28,28,28
34,RE_PV_Openfield_Lim,27,27,27
35,RE_PV_Rooftop_Lim,27,27,27
36,RE_WIND_Onshore_Lim_0,27,27,27
37,RE_WIND_Onshore_Lim_1,27,27,27
38,RE_WIND_Onshore_Lim_2,27,27,27
39,RE_WIND_Onshore_Lim_3,27,27,27
40,RE_WIND_Onshore_Lim_4,27,27,27
41,RE_WIND_Onshore_Lim_5,27,27,27
42,RE_WIND_Onshore_Lim_6,27,27,27
43,RE_WIND_Onshore_Lim_7,27,27,27
44,RE_WIND_Onshore_Lim_8,27,27,27
45,RE_WIND_Onshore_Lim_9,27,27,27
46,RE_WIND_Offshore_Lim_0,27,27,27
47,RE_WIND_Offshore_Lim_1,27,27,27
48,RE_WIND_Offshore_Lim_2,27,27,27
49,RE_WIND_Offshore_Lim_3,27,27,27
50,RE_WIND_Offshore_Lim_4,27,27,27
51,RE_WIND_Offshore_Lim_5,27,27,27
52,RE_WIND_Offshore_Lim_6,27,27,27
53,RE_WIND_Offshore_Lim_7,27,27,27
54,RE_WIND_Offshore_Lim_8,27,27,27
55,RE_WIND_Offshore_Lim_9,27,27,27
56,HYDRO,27,27,27
57,PP_CO2,27,27,27
58,BESS,27,27,27
59,EL_to_HTH,27,27,27
60,EL_to_NH3,27,27,27
61,NH3_Storage,27,27,27
62,NH3_to_EL,27,27,27
63,NH3_to_HTH,27,27,27
64,FF_to_HTH,27,27,27
65,EL_Demand,27,27,27
66,HTH_Demand,27,27,27
67,EL_Transport,28,27,0
68,NH3_Transport,28,27,0
