Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,4,4,323
1,RE_PV_Openfield_Lim,4,4,4
2,RE_PV_Rooftop_Lim,4,4,4
3,RE_WIND_Onshore_Lim_0,4,4,4
4,RE_WIND_Onshore_Lim_1,4,4,4
5,RE_WIND_Onshore_Lim_2,4,4,4
6,RE_WIND_Onshore_Lim_3,4,4,4
7,RE_WIND_Onshore_Lim_4,4,4,4
8,RE_WIND_Onshore_Lim_5,4,4,4
9,RE_WIND_Onshore_Lim_6,4,4,4
10,RE_WIND_Onshore_Lim_7,4,4,4
11,RE_WIND_Onshore_Lim_8,4,4,4
12,RE_WIND_Onshore_Lim_9,4,4,4
13,RE_WIND_Offshore_Lim_0,4,4,4
14,RE_WIND_Offshore_Lim_1,4,4,4
15,RE_WIND_Offshore_Lim_2,4,4,4
16,RE_WIND_Offshore_Lim_3,4,4,4
17,RE_WIND_Offshore_Lim_4,4,4,4
18,RE_WIND_Offshore_Lim_5,4,4,4
19,RE_WIND_Offshore_Lim_6,4,4,4
20,RE_WIND_Offshore_Lim_7,4,4,4
21,RE_WIND_Offshore_Lim_8,4,4,4
22,RE_WIND_Offshore_Lim_9,4,4,4
23,HYDRO,4,4,4
24,PP_CO2,4,4,4
25,BESS,4,4,4
26,EL_to_HTH,4,4,4
27,EL_to_NH3,4,4,4
28,NH3_Storage,4,4,4
29,NH3_to_EL,4,4,4
30,NH3_to_HTH,4,4,4
31,FF_to_HTH,4,4,4
32,EL_Demand,4,4,4
33,HTH_Demand,4,4,4
34,RE_PV_Openfield_Lim,9,9,9
35,RE_PV_Rooftop_Lim,9,9,9
36,RE_WIND_Onshore_Lim_0,9,9,9
37,RE_WIND_Onshore_Lim_1,9,9,9
38,RE_WIND_Onshore_Lim_2,9,9,9
39,RE_WIND_Onshore_Lim_3,9,9,9
40,RE_WIND_Onshore_Lim_4,9,9,9
41,RE_WIND_Onshore_Lim_5,9,9,9
42,RE_WIND_Onshore_Lim_6,9,9,9
43,RE_WIND_Onshore_Lim_7,9,9,9
44,RE_WIND_Onshore_Lim_8,9,9,9
45,RE_WIND_Onshore_Lim_9,9,9,9
46,RE_WIND_Offshore_Lim_0,9,9,9
47,RE_WIND_Offshore_Lim_1,9,9,9
48,RE_WIND_Offshore_Lim_2,9,9,9
49,RE_WIND_Offshore_Lim_3,9,9,9
50,RE_WIND_Offshore_Lim_4,9,9,9
51,RE_WIND_Offshore_Lim_5,9,9,9
52,RE_WIND_Offshore_Lim_6,9,9,9
53,RE_WIND_Offshore_Lim_7,9,9,9
54,RE_WIND_Offshore_Lim_8,9,9,9
55,RE_WIND_Offshore_Lim_9,9,9,9
56,HYDRO,9,9,9
57,PP_CO2,9,9,9
58,BESS,9,9,9
59,EL_to_HTH,9,9,9
60,EL_to_NH3,9,9,9
61,NH3_Storage,9,9,9
62,NH3_to_EL,9,9,9
63,NH3_to_HTH,9,9,9
64,FF_to_HTH,9,9,9
65,EL_Demand,9,9,9
66,HTH_Demand,9,9,9
67,RE_PV_Openfield_Lim,8,8,8
68,RE_PV_Rooftop_Lim,8,8,8
69,RE_WIND_Onshore_Lim_0,8,8,8
70,RE_WIND_Onshore_Lim_1,8,8,8
71,RE_WIND_Onshore_Lim_2,8,8,8
72,RE_WIND_Onshore_Lim_3,8,8,8
73,RE_WIND_Onshore_Lim_4,8,8,8
74,RE_WIND_Onshore_Lim_5,8,8,8
75,RE_WIND_Onshore_Lim_6,8,8,8
76,RE_WIND_Onshore_Lim_7,8,8,8
77,RE_WIND_Onshore_Lim_8,8,8,8
78,RE_WIND_Onshore_Lim_9,8,8,8
79,RE_WIND_Offshore_Lim_0,8,8,8
80,RE_WIND_Offshore_Lim_1,8,8,8
81,RE_WIND_Offshore_Lim_2,8,8,8
82,RE_WIND_Offshore_Lim_3,8,8,8
83,RE_WIND_Offshore_Lim_4,8,8,8
84,RE_WIND_Offshore_Lim_5,8,8,8
85,RE_WIND_Offshore_Lim_6,8,8,8
86,RE_WIND_Offshore_Lim_7,8,8,8
87,RE_WIND_Offshore_Lim_8,8,8,8
88,RE_WIND_Offshore_Lim_9,8,8,8
89,HYDRO,8,8,8
90,PP_CO2,8,8,8
91,BESS,8,8,8
92,EL_to_HTH,8,8,8
93,EL_to_NH3,8,8,8
94,NH3_Storage,8,8,8
95,NH3_to_EL,8,8,8
96,NH3_to_HTH,8,8,8
97,FF_to_HTH,8,8,8
98,EL_Demand,8,8,8
99,HTH_Demand,8,8,8
100,EL_Transport,4,9,0
101,NH3_Transport,4,9,0
102,EL_Transport,4,8,0
103,NH3_Transport,4,8,0
104,EL_Transport,9,8,0
105,NH3_Transport,9,8,0
