Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,19,19,817
1,RE_PV_Openfield_Lim,19,19,19
2,RE_PV_Rooftop_Lim,19,19,19
3,RE_WIND_Onshore_Lim,19,19,19
4,RE_WIND_Offshore_Lim,19,19,19
5,PP_CO2,19,19,19
6,BESS,19,19,19
7,EL_to_HTH,19,19,19
8,EL_to_NH3,19,19,19
9,NH3_Storage,19,19,19
10,NH3_to_EL,19,19,19
11,NH3_to_HTH,19,19,19
12,FF_to_HTH,19,19,19
13,EL_Demand,19,19,19
14,HTH_Demand,19,19,19
1,RE_PV_Openfield_Lim,16,16,16
2,RE_PV_Rooftop_Lim,16,16,16
3,RE_WIND_Onshore_Lim,16,16,16
4,RE_WIND_Offshore_Lim,16,16,16
5,PP_CO2,16,16,16
6,BESS,16,16,16
7,EL_to_HTH,16,16,16
8,EL_to_NH3,16,16,16
9,NH3_Storage,16,16,16
10,NH3_to_EL,16,16,16
11,NH3_to_HTH,16,16,16
12,FF_to_HTH,16,16,16
13,EL_Demand,16,16,16
14,HTH_Demand,16,16,16
