Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,12,12,1916
1,RE_PV_Openfield_Lim,12,12,12
2,RE_PV_Rooftop_Lim,12,12,12
3,RE_WIND_Onshore_Lim_0,12,12,12
4,RE_WIND_Onshore_Lim_1,12,12,12
5,RE_WIND_Onshore_Lim_2,12,12,12
6,RE_WIND_Onshore_Lim_3,12,12,12
7,RE_WIND_Onshore_Lim_4,12,12,12
8,RE_WIND_Onshore_Lim_5,12,12,12
9,RE_WIND_Onshore_Lim_6,12,12,12
10,RE_WIND_Onshore_Lim_7,12,12,12
11,RE_WIND_Onshore_Lim_8,12,12,12
12,RE_WIND_Onshore_Lim_9,12,12,12
13,RE_WIND_Offshore_Lim_0,12,12,12
14,RE_WIND_Offshore_Lim_1,12,12,12
15,RE_WIND_Offshore_Lim_2,12,12,12
16,RE_WIND_Offshore_Lim_3,12,12,12
17,RE_WIND_Offshore_Lim_4,12,12,12
18,RE_WIND_Offshore_Lim_5,12,12,12
19,RE_WIND_Offshore_Lim_6,12,12,12
20,RE_WIND_Offshore_Lim_7,12,12,12
21,RE_WIND_Offshore_Lim_8,12,12,12
22,RE_WIND_Offshore_Lim_9,12,12,12
23,HYDRO,12,12,12
24,PP_CO2,12,12,12
25,BESS,12,12,12
26,EL_to_HTH,12,12,12
27,EL_to_NH3,12,12,12
28,NH3_Storage,12,12,12
29,NH3_to_EL,12,12,12
30,NH3_to_HTH,12,12,12
31,FF_to_HTH,12,12,12
32,EL_Demand,12,12,12
33,HTH_Demand,12,12,12
34,RE_PV_Openfield_Lim,11,11,11
35,RE_PV_Rooftop_Lim,11,11,11
36,RE_WIND_Onshore_Lim_0,11,11,11
37,RE_WIND_Onshore_Lim_1,11,11,11
38,RE_WIND_Onshore_Lim_2,11,11,11
39,RE_WIND_Onshore_Lim_3,11,11,11
40,RE_WIND_Onshore_Lim_4,11,11,11
41,RE_WIND_Onshore_Lim_5,11,11,11
42,RE_WIND_Onshore_Lim_6,11,11,11
43,RE_WIND_Onshore_Lim_7,11,11,11
44,RE_WIND_Onshore_Lim_8,11,11,11
45,RE_WIND_Onshore_Lim_9,11,11,11
46,RE_WIND_Offshore_Lim_0,11,11,11
47,RE_WIND_Offshore_Lim_1,11,11,11
48,RE_WIND_Offshore_Lim_2,11,11,11
49,RE_WIND_Offshore_Lim_3,11,11,11
50,RE_WIND_Offshore_Lim_4,11,11,11
51,RE_WIND_Offshore_Lim_5,11,11,11
52,RE_WIND_Offshore_Lim_6,11,11,11
53,RE_WIND_Offshore_Lim_7,11,11,11
54,RE_WIND_Offshore_Lim_8,11,11,11
55,RE_WIND_Offshore_Lim_9,11,11,11
56,HYDRO,11,11,11
57,PP_CO2,11,11,11
58,BESS,11,11,11
59,EL_to_HTH,11,11,11
60,EL_to_NH3,11,11,11
61,NH3_Storage,11,11,11
62,NH3_to_EL,11,11,11
63,NH3_to_HTH,11,11,11
64,FF_to_HTH,11,11,11
65,EL_Demand,11,11,11
66,HTH_Demand,11,11,11
