region,group,scenario,2022,2030,2040,2050
CHL,0,high,2700.0454550000004,1465.36,1135.8399999999997,806.3200000000002
CHL,1,high,2700.045455,1465.3600000000001,1135.8400000000001,806.3200000000003
CHL,2,high,2700.0454549999995,1465.3600000000004,1135.8400000000001,806.3200000000002
CHL,3,high,2700.0454549999995,1465.3599999999997,1135.8399999999997,806.32
CHL,4,high,2700.0454550000004,1465.3599999999997,1135.84,806.32
CHL,5,high,2700.0454549999995,1465.3600000000001,1135.8399999999997,806.32
CHL,6,high,2700.0454549999995,1465.3599999999997,1135.84,806.32
CHL,7,high,2700.0454549999995,1465.36,1135.84,806.32
CHL,8,high,2700.045455,1465.36,1135.84,806.32
CHL,9,high,2700.045455,1465.36,1135.84,806.3199999999999
